"AGD.tail","Season.DOB","Density.DOB","dam_ID","sire_ID","Genetic_LitterID_95CI"
-0.079582736700739,"spring",155,"'0006E9D012","'0006E49B8B","'0006E9D012_A"
0.862285306974657,"spring",87,"'0006E21F5E","'0006E9E4FE","'0006E21F5E_A"
-0.390049747619588,"spring",155,"'0006E2295F","'0006E4969E","'0006E2295F_D"
-0.406313660268795,"summer",138,"'0006E9B498","'0006E49D96","'0006E9B498_A"
0.251818296055808,"spring",87,"'0006E480C9","'0006E2362F","'0006E480C9_A"
-0.282696142826399,"spring",87,"'0006E9C1BE","'0006E2524B","'0006E9C1BE_A"
-0.558648714863041,"spring",87,"'0006E9B50A","'0006E8741A","'0006E9B50A_A"
-0.623007483438965,"spring",87,"'0006E9C1BE","'0006E2524B","'0006E9C1BE_A"
0.709950252380412,"autumn",160,"'0006E9DE5E","'0006E857D2","'0006E9DE5E_D"
0.192129636668374,"spring",87,"'0006E49154","'0006E2524B","'0006E49154_A"
-0.0780260336379085,"spring",87,"'0006E9C437","'0006E9C152","'0006E9C437_A"
0.14135128513696,"spring",87,"'0006E9B507","'0006E8741A","'0006E9B507_A"
0.769638911767846,"autumn",160,"'0006CC41E9","'0006E4AED9","'0006CC41E9_B"
-0.849738407007022,"spring",87,"'0006E24C92","'0006E9B06D","'0006E24C92_A"
0.151818296055808,"spring",87,"'0006E4A489","'0006E8741A","'0006E4A489_B"
0.820417263299261,"autumn",160,"'0006E48B7F","'0006E857D2","'0006E48B7F_C"
0.0308842742181103,"summer",163,"'0006E49154","'0006E9E4FE","'0006E49154_B"
1.39212963666837,"spring",87,"'0006E21F5E","'0006E9E4FE","'0006E21F5E_A"
-0.297403352412776,"spring",87,"'0006E9C561","'0006E9C152","'0006E9C561_B"
-0.657349958112788,"spring",87,"'00070B1DBA","'0006E2524B","'00070B1DBA_A"
0.489016230542714,"winter",178,"'0006E4A816","'0006E48834","'0006E4A816_D"
-0.479582736700739,"summer",163,"'0006E49154","'0006E2524B","'0006E49154_B"
-0.26911572578189,"autumn",147,"'0006CC50E1","'0006CD682A","'0006CC50E1_E"
-0.190049747619588,"autumn",147,"'0006CD5D56","'0006CC4618","'0006CD5D56_C"
-0.285379638431097,"summer",158,"'0006E2295F","'0006E460F0","'0006E2295F_C"
-0.300516758538437,"summer",158,"'0006E4ACC2","'0006E48834","'0006E4ACC2_C"
-0.791606450682418,"autumn",147,"'0006CD3416","'0006CC6490","'0006CD3416_F"
-0.56911572578189,"summer",158,"'0006E47B58","'0006E48F3F","'0006E47B58_A"
0.308393549317582,"winter",100,"'0006CC4A3E","'0006CC40FA","'0006CC4A3E_C"
-0.297403352412776,"spring",180,"'0006E45E30","'0006E49D96","'0006E45E30_A"
-0.410983769457286,"summer",160,"'0006CD3165","'0006CC5B3E","'0006CD3165_C"
1.58901623054271,"summer",160,"'0006CC56EC","'0006CC4A99","'0006CC56EC_D"
0.771195614830676,"spring",95,"'0006CD3165","'0006CC5B3E","'0006CD3165_B"
-0.442384802213833,"summer",137,"'0006CC5F82","'0006CC45BC","'0006CC5F82_C"
-0.381139439763569,"summer",137,"'0006CC75C4","'0006E484D1","'0006CC75C4_D"
-1.19896005547561,"summer",160,"'0006CC6992","'0006CC4A99","'0006CC6992_B"
-0.221450780376135,"summer",160,"'0006CD4767","'0006CC5D24","'0006CD4767_B"
0.239794582074129,"summer",137,"'0006CC6413","'0006CD449E","'0006CC6413_A"
0.0324409772809403,"summer",158,"'0006E470EB","'0006E49697","'0006E470EB_C"
0.00683684625475188,"winter",188,"'0006E4548A","'0006CC74D7","'0006E4548A_D"
-0.888493044556757,"summer",137,"'A000106960","'0006E9D020","'A000106960_B"
-0.109427066394456,"summer",137,"'0006CD5D56","'0006CC4618","'0006CD5D56_B"
-0.509427066394456,"autumn",147,"'0006CC50E1","'0006CD682A","'0006CC50E1_E"
-0.312540472520116,"spring",180,"'0006E48BF1","'0006EA0475","'0006E48BF1_A"
0.950261592992978,"summer",160,"'0006CC56EC","'0006CC4A99","'0006CC56EC_D"
0.960728603911828,"summer",95,"'0006CC578B","'0006CD4D90","'0006CC578B_B"
0.341351285136959,"autumn",147,"'0006B9C383","'0006E4ABEF","'0006B9C383_E"
-0.0230074834389651,"autumn",147,"'0006CC578B","'0006E4AFAA","'0006CC578B_D"
1.27119561483068,"summer",160,"'0006CC5954","'0006CD449E","'0006CC5954_C"
-0.951295110069852,"summer",158,"'0006E9C30C","'0006E460F0","'0006E9C30C_B"
-0.079582736700739,"summer",137,"'0006CC75C4","'0006E4AA06","'0006CC75C4_D"
-0.910983769457286,"autumn",147,"'0006CD3416","'0006CC6490","'0006CD3416_F"
-0.207870363331626,"summer",158,"'0006E4A6EF","'0006E48500","'0006E4A6EF_C"
0.718860560236431,"summer",137,"'0006CD3EF2","'0006CD682A","'0006CD3EF2_B"
0.102596647587223,"summer",137,"'0006CC44DB","'0006CC7859","'0006CC44DB_E"
0.201039944524394,"summer",160,"'0006CC688E","'0006CC73F0","'0006CC688E_B"
-0.242384802213833,"summer",137,"'0006CC5F82","'0006CC45BC","'0006CC5F82_C"
-0.291606450682418,"summer",160,"'0006CD44FE","'A000106428","'0006CD44FE_A"
0.0979265383987329,"summer",160,"'0006CC4228","'0006CC61DF","'0006CC4228_B"
-0.26755902271906,"spring",95,"'0006E4B3C8","'A000105856","'0006E4B3C8_C"
-0.128804385169324,"spring",95,"'0006CC66F4","'0006B9AED6","'0006CC66F4_B"
-0.298960055475606,"summer",158,"'0006E499CF","'0006E9C0EB","'0006E499CF_A"
-0.139271396088173,"summer",138,"'0006E49D92","'0006E48500","'0006E49D92_C"
-0.561762120988701,"summer",160,"'0006CD3165","'0006CC5B3E","'0006CD3165_C"
0.718860560236431,"summer",137,"'0006CC539B","'0006CC6ADE","'0006CC539B_D"
-0.428804385169324,"spring",180,"'0006E45EBB","'0006E86866","'0006E45EBB_A"
0.171195614830677,"summer",137,"'0006CC578B","'0006E4AFAA","'0006CC578B_C"
-0.398960055475607,"autumn",147,"'0006CC5FDF","'0006CD682A","'0006CC5FDF_A"
-0.190049747619588,"autumn",160,"'0006E47FA0","'0006E47A7E","'0006E47FA0_D"
-0.809427066394456,"summer",138,"'0006CC4969","'0006E9D199","'0006CC4969_B"
-0.47067242884472,"summer",158,"'0006E4ACC2","'0006E48834","'0006E4ACC2_C"
0.13088427421811,"summer",158,"'0006E499CF","'0006E9C0EB","'0006E499CF_A"
0.148704889930148,"summer",160,"'0006CC4228","'0006CD35A2","'0006CC4228_B"
0.039794582074129,"autumn",147,"'0006CC7A38","'0006CD682A","'0006CC7A38_D"
-0.731917791294984,"summer",160,"'0006CC4228","'0006CC61DF","'0006CC4228_B"
-0.0423848022138333,"summer",137,"'0006CD66F6","'0006CC61DF","'0006CD66F6_A"
-0.0722291319075503,"winter",188,"'0006CC5CFE","'0006CC575E","'0006CC5CFE_B"
-0.0408280991510028,"autumn",160,"'0006E9DE5E","'0006E857D2","'0006E9DE5E_D"
0.469638911767846,"autumn",147,"'0006CD5D56","'0006CC4618","'0006CD5D56_C"
-0.248181703944192,"summer",137,"'0006CD5D56","'0006CC4618","'0006CD5D56_B"
-0.437714693025343,"summer",137,"'0006CC44DB","'0006CD35A2","'0006CC44DB_E"
-0.0900497476195877,"autumn",137,"'0006CC5C30","'0006E49F32","'0006CC5C30_B"
-0.578026033637908,"summer",138,"'0006CC67A7","'0006E486BC","'0006CC67A7_C"
-0.00631366026879527,"spring",180,"'0006E46BD6","'0006E4B052","'0006E46BD6_B"
-0.503630164664097,"spring",180,"'0006E473CB","'0006E44CA5","'0006E473CB_B"
0.648704889930148,"autumn",147,"'0006CC7A38","'0006CD682A","'0006CC7A38_D"
-0.47067242884472,"summer",137,"'0006CC6AEE","'0006E49F32","'0006CC6AEE_A"
1.61150695544324,"autumn",147,"'0006B9C383","'0006CC4618","'0006B9C383_E"
1.36072860391183,"summer",95,"'0006CC578B","'0006CD449E","'0006CC578B_B"
-0.419894077313305,"summer",137,"'0006CC6413","'0006CD4D90","'0006CC6413_A"
-0.398960055475607,"summer",158,"'0006E47E52","'0006E479B3","'0006E47E52_A"
0.820417263299261,"summer",160,"'0006CC75C4","'0006CC4A99","'0006CC75C4_C"
-0.551295110069852,"summer",137,"'0006CC6AEE","'0006E49F32","'0006CC6AEE_A"
1.32041726329926,"summer",160,"'0006CC56EC","'0006CC4A99","'0006CC56EC_D"
1.60995025238041,"winter",93,"'0006B8D0DF","'0006B8BADB","'0006B8D0DF_F"
-0.57067242884472,"spring",180,"'0006E473CB","'0006E49697","'0006E473CB_A"
-0.798960055475607,"summer",160,"'A000106960","'0006E9D020","'A000106960_A"
-0.17067242884472,"autumn",160,"'0006E4B124","'0006E9C63E","'0006E4B124_A"
0.290572933605544,"autumn",147,"'0006CC7A38","'0006CD682A","'0006CC7A38_D"
-0.551295110069852,"spring",180,"'0006EA0C0B","'0006E49697","'0006EA0C0B_B"
-0.179582736700739,"winter",93,"'A000103904","'0006CC6D31","'A000103904_A"
1.35026159299298,"autumn",147,"'0006B9C383","'0006CC4618","'0006B9C383_E"
-1.27802603363791,"spring",145,"'000708EE8A","'0007072161","'000708EE8A_A"
0.12932757115528,"spring",145,"'0006E6AA97","'000708BDA5","'0006E6AA97_A"
-0.0989600554756067,"spring",145,"'0006E25535","'0006E230EC","'0006E25535_A"
-0.590049747619588,"spring",87,"'0006E47691","'0006E9D878","'0006E47691_A"
0.659171900848997,"summer",206,"'000708DBB2","'000708C620","'000708DBB2_A"
-0.209427066394456,"spring",145,"'70700000000000","'000708D6E7","'70700000000000_B"
-0.240828099151003,"summer",214,"'0007072C68","'0007072161","'0007072C68_D"
0.432440977280941,"summer",214,"'000708CC55","'0007073F1D","'000708CC55_C"
-0.319894077313305,"summer",214,"'70700000000000","'0006E6A67D","'70700000000000_E"
-0.349738407007022,"summer",214,"'00071FFE84","'000708D20F","'00071FFE84_C"
0.159171900848997,"spring",145,"'0006E23524","'0007072D76","'0006E23524_A"
0.260728603911828,"spring",214,"'000708CA2A","'0006E230EC","'000708CA2A_C"
-0.228804385169324,"spring",145,"'0006E20684","'00070B43B6","'0006E20684_A"
-0.293163153745248,"spring",145,"'000708E674","'000708C453","'000708E674_B"
0.33088427421811,"spring",145,"'00070B2C4F","'0007087E6E","'00070B2C4F_A"
-0.130361088232154,"spring",145,"'000706BBB1","'0007072D74","'000706BBB1_B"
-0.57067242884472,"spring",214,"'0006E23524","'00070B24F7","'0006E23524_B"
0.632440977280941,"summer",214,"'0006E23DE3","'000707478E","'0006E23DE3_E"
-0.449738407007022,"spring",180,"'A000106756","'A000106387","'A000106756_A"
0.511506955443242,"spring",95,"'0006E4B3C8","'A000105856","'0006E4B3C8_C"
0.309950252380412,"autumn",160,"'0006E47FA0","'0006E857D2","'0006E47FA0_D"
-0.151295110069852,"spring",180,"'0006E473CB","'0006E49697","'0006E473CB_A"
-0.378026033637909,"summer",158,"'0006E4562E","'0006E9D199","'0006E4562E_A"
0.33088427421811,"spring",180,"'0006E470EB","'0006E49697","'0006E470EB_B"
0.0533749991186386,"spring",180,"'0006E46BD6","'0006E9C1BD","'0006E46BD6_B"
-0.490049747619588,"spring",180,"'0006E4A9FB","'0006E460F0","'0006E4A9FB_B"
-0.391606450682418,"spring",180,"'0006CD4D35","'0006EA0475","'0006CD4D35_C"
-0.139271396088173,"spring",180,"'0006E9C34F","'0006E86866","'0006E9C34F_B"
-0.495846649349946,"summer",138,"'0006E9B498","'0006E488BA","'0006E9B498_A"
0.0979265383987329,"autumn",160,"'0006E4A1F4","'0006E9E1CA","'0006E4A1F4_C"
-0.148181703944192,"summer",158,"'0006E4A816","'0006E46A58","'0006E4A816_B"
-0.479582736700739,"spring",158,"'0006E47F80","'0006E487FC","'0006E47F80_A"
-0.260205417925871,"spring",180,"'0006E2295F","'0006E4B052","'0006E2295F_B"
0.160728603911827,"spring",158,"'0006E47F80","'0006E487FC","'0006E47F80_A"
-0.446625000881361,"summer",138,"'0006CC67A7","'0006E486BC","'0006CC67A7_C"
0.113063658506073,"summer",158,"'0006E9DE5E","'0006E48F3F","'0006E9DE5E_B"
0.150261592992978,"spring",180,"'0006E470EB","'0006E49697","'0006E470EB_B"
0.42932757115528,"autumn",137,"'0006CC50E1","'0006CC5307","'0006CC50E1_D"
-0.527247682106494,"summer",158,"'0006E48B7F","'0006E479B3","'0006E48B7F_B"
-1.15285181313268,"winter",188,"'0006E4548A","'0006CC74D7","'0006E4548A_D"
-1.16755902271906,"summer",138,"'0006E499CF","'0006E9C0EB","'0006E499CF_B"
0.441351285136959,"summer",137,"'0006E49619","'0006CC73F0","'0006E49619_A"
-0.407870363331626,"summer",138,"'0006E9BB74","'0006E9E290","'0006E9BB74_C"
-0.0675590227190594,"spring",180,"'0006CD4F4E","'0006CD656E","'0006CD4F4E_B"
0.969638911767846,"autumn",160,"'0006CC41E9","'0006E4AED9","'0006CC41E9_B"
-0.528804385169324,"summer",158,"'0006EA0C0B","'0006E49831","'0006EA0C0B_D"
-0.852851813132682,"autumn",160,"'0006E47FA0","'0006E857D2","'0006E47FA0_E"
-0.258648714863041,"summer",158,"'0006E499CF","'0006E9C0EB","'0006E499CF_A"
0.0444646912626199,"summer",158,"'0006E2295F","'0006E460F0","'0006E2295F_C"
-0.349738407007022,"summer",158,"'0006E499CF","'0006E9C0EB","'0006E499CF_A"
-0.209427066394456,"summer",160,"'0006CC49D1","'A000105677","'0006CC49D1_A"
-0.788493044556758,"spring",158,"'0006E4AB4A","'0006E44CA5","'0006E4AB4A_B"
-0.248181703944192,"autumn",147,"'0006CC688E","'0006CC5D24","'0006CC688E_C"
0.418860560236431,"autumn",137,"'0006CD3EF2","'0006CD4185","'0006CD3EF2_C"
-0.798960055475607,"spring",158,"'0006E4AB4A","'0006E9C31B","'0006E4AB4A_B"
-0.109427066394456,"summer",138,"'0006E4A816","'0006E48834","'0006E4A816_C"
-0.497403352412777,"spring",180,"'0006E45E30","'0006E49D96","'0006E45E30_A"
-0.390049747619588,"summer",160,"'0006CC49D1","'A000105677","'0006CC49D1_A"
1.29948324146156,"spring",95,"'0006CC6EE1","'0006CD4185","'0006CC6EE1_A"
-0.118337374250475,"spring",180,"'0006E45EBB","'0006E86866","'0006E45EBB_A"
0.438237879011299,"spring",158,"'0006CC6578","'0006E49D96","'0006CC6578_A"
-0.246625000881361,"autumn",150,"'0006E488C1","'0006E9DE28","'0006E488C1_D"
-0.112540472520116,"spring",180,"'0006E48BF1","'0006EA0475","'0006E48BF1_A"
-0.96911572578189,"summer",138,"'0006CC50D2","'0006E9B62A","'0006CC50D2_D"
-0.609427066394456,"autumn",137,"'0006CC50E1","'0006CC5307","'0006CC50E1_D"
-0.109427066394456,"summer",158,"'0006E48B7F","'0006E479B3","'0006E48B7F_A"
-0.579582736700739,"summer",138,"'0006E4A816","'0006E48834","'0006E4A816_C"
-0.56911572578189,"summer",176,"'00070B490A","'0006B37C7F","'00070B490A_A"
0.620417263299261,"spring",145,"'0006E234B5","'00070B2AB3","'0006E234B5_B"
-0.190049747619588,"summer",163,"'0006E9C1BE","'0006E9E4FE","'0006E9C1BE_B"
0.0890162305427142,"summer",176,"'70700000000000","'0006E22D14","'70700000000000_A"
-0.388493044556757,"spring",145,"'00070B1688","'A000111152","'00070B1688_A"
-0.652851813132682,"spring",87,"'0006EA0512","'0006E9CF08","'0006EA0512_B"
-0.228804385169324,"summer",176,"'0006E9B507","'0006E256EF","'0006E9B507_B"
-1.20942706639446,"spring",155,"'0006E49A67","'0006E49E32","'0006E49A67_A"
0.0324409772809403,"spring",145,"'0006E1ED7B","'000708F3DA","'0006E1ED7B_A"
-0.26911572578189,"summer",163,"'0006E84F79","'0006E491DE","'0006E84F79_B"
-0.86911572578189,"autumn",181,"'000707269F","'0006E23950","'000707269F_A"
1.29948324146156,"summer",176,"'00070B4A69","'0006E2219B","'00070B4A69_B"
-0.749738407007022,"summer",176,"'0006E499CF","'0006E22D14","'0006E499CF_D"
-0.260205417925871,"spring",145,"'00070B1DBB","'000708D6E5","'00070B1DBB_C"
0.371195614830676,"spring",87,"'0006E499CF","'0006E2362F","'0006E499CF_C"
-0.410983769457286,"summer",176,"'0006E9B977","'0006E22D14","'0006E9B977_C"
-0.379582736700739,"spring",87,"'00070B4A69","'0006E49E32","'00070B4A69_A"
0.360728603911827,"summer",163,"'0006E84F79","'0006E491DE","'0006E84F79_B"
0.511506955443242,"spring",163,"'0006E49501","'0006E9CF08","'0006E49501_B"
-0.0392713960881728,"summer",176,"'00070B490A","'0006B37C7F","'00070B490A_A"
-0.918337374250474,"summer",163,"'0006E23052","'0006E48969","'0006E23052_A"
-1.23036108823215,"summer",176,"'00070722EC","'0006E22D1A","'00070722EC_B"
0.13088427421811,"spring",145,"'00070B1688","'A000111152","'00070B1688_A"
-0.249738407007022,"summer",163,"'0006E84F79","'0006E491DE","'0006E84F79_B"
-0.466002319656229,"summer",176,"'0006E84F79","'0006E2219B","'0006E84F79_C"
0.168082208705016,"summer",163,"'0006E23052","'0006E48969","'0006E23052_A"
-0.298960055475606,"summer",176,"'0006E9D31D","'0006E22A5F","'0006E9D31D_C"
-0.536157989962512,"spring",87,"'0006E9D31D","'0006E9D878","'0006E9D31D_A"
-0.167559022719059,"summer",163,"'00070B1DBA","'0006E9E4FE","'00070B1DBA_C"
0.101039944524393,"spring",87,"'0006E499CF","'0006E2362F","'0006E499CF_C"
-0.0691157257818898,"summer",176,"'0006E49501","'0007073B79","'0006E49501_D"
-0.251295110069852,"summer",176,"'0006E9B977","'0006E22D14","'0006E9B977_C"
-0.600516758538437,"summer",163,"'0006E4A489","'0006E8741A","'0006E4A489_C"
-0.16911572578189,"summer",163,"'0006E49030","'0006E491DE","'0006E49030_B"
-0.830361088232154,"autumn",181,"'000708C537","'0006E22C57","'000708C537_A"
-0.249738407007022,"summer",176,"'0006E499CF","'0006E22D14","'0006E499CF_D"
-0.27067242884472,"autumn",181,"'0006E234B5","'0006E256EF","'0006E234B5_A"
-0.151295110069852,"autumn",160,"'0006E4B124","'0006E9C63E","'0006E4B124_A"
0.0115069554432425,"summer",176,"'00070B490A","'0006B37C7F","'00070B490A_A"
-0.449738407007022,"summer",176,"'0006E4A51D","'0006E22A5F","'0006E4A51D_C"
0.469638911767846,"summer",163,"'00070B1DBA","'0006E9E4FE","'00070B1DBA_C"
-0.498960055475607,"summer",163,"'0006E22DFB","'0006E2524B","'0006E22DFB_A"
-0.428804385169324,"spring",145,"'0006E23524","'0007072D76","'0006E23524_A"
-0.149738407007022,"summer",163,"'0006E49154","'0006E9E4FE","'0006E49154_B"
-0.439271396088173,"summer",176,"'0006E49501","'0006E23950","'0006E49501_D"
-0.46911572578189,"summer",176,"'0006E878E0","'0006B35C26","'0006E878E0_D"
0.790572933605544,"spring",145,"'000708F155","'0007072D76","'000708F155_A"
-0.349738407007022,"summer",176,"'00070B490A","'0006B37C7F","'00070B490A_A"
0.339794582074129,"spring",87,"'0006E9AEF3","'0006E491DE","'0006E9AEF3_B"
0.0711956148306764,"spring",87,"'0006E9B50A","'0006E8741A","'0006E9B50A_A"
-0.079582736700739,"summer",176,"'0006E499CF","'0006E22D14","'0006E499CF_E"
0.62932757115528,"summer",163,"'0006E21DB8","'0006E9E4FE","'0006E21DB8_B"
0.13088427421811,"summer",176,"'0006E49501","'0007073B79","'0006E49501_D"
-0.36911572578189,"summer",163,"'0006E9C5EE","'0006E48969","'0006E9C5EE_C"
0.668082208705016,"autumn",181,"'0006E4A489","'0006E2492A","'0006E4A489_D"
